di_1D2D[0],di_1D2D[1],di_1Dur[0],di_1Dur[1],di_1KeyLat[0],di_1KeyLat[1],di_2Dur[0],di_2Dur[1],di_Dur[0],di_Dur[1],di_NumEvents[0],di_NumEvents[1],tri_1D2D[0],tri_1D2D[1],tri_1Dur[0],tri_1Dur[1],tri_1KeyLat[0],tri_1KeyLat[1],tri_2D3D[0],tri_2D3D[1],tri_2Dur[0],tri_2Dur[1],tri_2KeyLat[0],tri_2KeyLat[1],tri_3Dur[0],tri_3Dur[1],tri_Dur[0],tri_Dur[1],tri_NumEvents[0],tri_NumEvents[1],SPACE,BCKSPACE,DEL,UP,DOWN,LEFT,RIGHT,SHIFT_L,SHIFT_R,L_di_1D2D[0],L_di_1D2D[1],L_di_Dur[0],L_di_Dur[1],L_first_shift_up,R_di_1D2D[0],R_di_1D2D[1],R_di_Dur[0],R_di_Dur[1],R_first_shift_up,CAPS,SPEED
0.232901,0.301687,0.113631,0.137068,0.11927,0.275707,0.120443,0.198849,0.353345,0.374997,4.30946,0.59313,0.228391,0.299726,0.113844,0.137939,0.114547,0.272869,0.230853,0.300642,0.111508,0.131609,0.119344,0.275344,0.120678,0.200112,0.579922,0.498684,6.31347,0.595906,0.111111,0.030303,0.0,0.00505051,0.0,0.0126263,0.0126263,0.0,0.00757576,0.0,0.0,0.0,0.0,0.0,0.553056,0.329507,0.656122,0.340071,0.333333,0.0134529,4.16336
0.270106,0.332513,0.111955,0.109109,0.158151,0.333578,0.110819,0.108422,0.380925,0.353374,4.26789,0.680392,0.265907,0.325676,0.112294,0.109973,0.153613,0.32632,0.269875,0.334078,0.111285,0.109304,0.15859,0.334981,0.11086,0.109075,0.646642,0.48873,6.27014,0.684795,0.108593,0.0669478,0.0,0.0,0.0,0.0137059,0.0205588,0.0131787,0.0,0.45083,0.529275,0.556858,0.524555,0.88,0.0,0.0,0.0,0.0,0.0,0.0214944,3.75288
0.258366,0.339281,0.116089,0.101766,0.142277,0.343115,0.115691,0.101697,0.374057,0.34885,4.30556,0.686623,0.253849,0.335883,0.116535,0.102265,0.137314,0.339192,0.259517,0.341053,0.116019,0.102225,0.143498,0.344848,0.115256,0.101461,0.628622,0.47509,6.30445,0.688517,0.131818,0.00681818,0.0,0.0,0.0,0.0,0.0,0.0159091,0.0,0.458206,0.520381,0.576145,0.514186,1.0,0.0,0.0,0.0,0.0,0.0,0.028,3.91492
0.266554,0.322165,0.113644,0.1111,0.15291,0.325361,0.112255,0.109745,0.378809,0.341786,4.30063,0.748987,0.259127,0.30177,0.113769,0.111748,0.145358,0.304373,0.265211,0.324109,0.112416,0.110646,0.152795,0.327133,0.112042,0.110306,0.63638,0.466857,6.29936,0.752617,0.10041,0.0881148,0.0,0.0,0.0,0.00819672,0.0430328,0.0163934,0.0,0.271787,0.0878238,0.373083,0.0948287,0.875,0.0,0.0,0.0,0.0,0.0,0.0246914,3.79476
0.278394,0.332256,0.110484,0.1328,0.16791,0.32266,0.109065,0.13163,0.387459,0.36708,4.21875,0.551572,0.275917,0.328841,0.110877,0.133586,0.16504,0.318792,0.277617,0.332681,0.109296,0.132421,0.168322,0.322707,0.109288,0.13242,0.662822,0.502884,6.22152,0.554499,0.0987654,0.0884774,0.0,0.0,0.0,0.0185185,0.0185185,0.0123457,0.0,0.752344,0.830203,0.863339,0.81566,0.666667,0.0,0.0,0.0,0.0,0.0,0.015625,3.62216
0.254193,0.283458,0.108953,0.0865151,0.14524,0.290453,0.108626,0.0864233,0.362819,0.307444,4.26682,0.74047,0.250459,0.278194,0.109163,0.0867747,0.141296,0.284826,0.252558,0.281558,0.108745,0.0866937,0.143813,0.288624,0.108702,0.0866894,0.611719,0.430285,6.26869,0.742722,0.117512,0.0852535,0.0,0.0,0.0,0.0184332,0.00921659,0.00921659,0.0,0.343737,0.124943,0.430935,0.127186,1.0,0.0,0.0,0.0,0.0,0.0,0.0176211,3.95148
0.311909,0.37998,0.0984694,0.0824568,0.21344,0.382213,0.0972883,0.0803437,0.409198,0.389045,4.29918,0.684538,0.309969,0.372912,0.098952,0.0830518,0.211017,0.374826,0.313974,0.38232,0.0976196,0.08096,0.216354,0.384358,0.0974305,0.080963,0.721373,0.514269,6.3029,0.68894,0.12024,0.0616232,0.0,0.001002,0.001002,0.00350701,0.00150301,0.0,0.00801603,0.0,0.0,0.0,0.0,0.0,0.42042,0.57368,0.500452,0.568521,0.5625,0.00656045,3.24745
0.32067,0.417901,0.0961242,0.0713954,0.224546,0.427347,0.0943792,0.0687436,0.41505,0.426578,4.29167,0.652186,0.309587,0.384096,0.0968492,0.0717838,0.212738,0.392733,0.322546,0.421179,0.094805,0.0692587,0.227741,0.430218,0.094708,0.0693254,0.726841,0.560656,6.29708,0.65699,0.104859,0.0511509,0.0,0.00511509,0.00511509,0.0179028,0.0,0.0,0.00767263,0.0,0.0,0.0,0.0,0.0,0.219284,0.144808,0.298471,0.140321,0.333333,0.0133333,3.16247
0.320067,0.384204,0.0972827,0.0802508,0.222784,0.385334,0.0970129,0.0801237,0.41708,0.395204,4.28932,0.644455,0.319111,0.383474,0.0973326,0.0803837,0.221778,0.384436,0.319694,0.384396,0.0970593,0.08026,0.222635,0.385386,0.0971459,0.0802512,0.73595,0.524844,6.29045,0.645457,0.129594,0.0831721,0.0,0.0,0.0,0.0,0.00193424,0.0,0.00580271,0.0,0.0,0.0,0.0,0.0,0.188853,0.0638255,0.272647,0.0802469,0.666667,0.0108696,3.13325
0.280084,0.31966,0.100968,0.0883788,0.179116,0.32704,0.0999119,0.0868156,0.379996,0.327205,4.37086,0.79415,0.281202,0.32044,0.101412,0.0888695,0.179791,0.328044,0.281661,0.321369,0.100291,0.087307,0.18137,0.328491,0.10015,0.0873518,0.663013,0.429577,6.37416,0.798028,0.130719,0.0326797,0.0,0.0,0.0,0.0,0.0,0.0,0.0114379,0.0,0.0,0.0,0.0,0.0,0.367503,0.535099,0.449131,0.52827,0.428571,0.00297619,3.60542
0.319552,0.386445,0.0998732,0.0886855,0.219679,0.377059,0.097868,0.0838797,0.41742,0.397974,4.23445,0.601083,0.320033,0.387707,0.100135,0.089175,0.219899,0.378163,0.319987,0.388046,0.0979818,0.0843297,0.222005,0.378504,0.0978171,0.0842992,0.737837,0.523046,6.23487,0.603095,0.122931,0.0851064,0.0,0.0,0.0,0.0,0.0,0.0,0.0070922,0.0,0.0,0.0,0.0,0.0,0.976598,0.807557,1.04999,0.803552,1.0,0.0,3.15636
0.255086,0.355498,0.115312,0.137053,0.139774,0.343233,0.110142,0.108882,0.365228,0.390692,4.30711,0.756083,0.254874,0.355032,0.115878,0.138483,0.138996,0.342324,0.249701,0.344584,0.110288,0.110153,0.139413,0.342396,0.109309,0.0991436,0.613884,0.52926,6.31423,0.763871,0.126761,0.0328638,0.0,0.0,0.0,0.00335345,0.000670691,0.00871898,0.0,0.626865,0.705513,0.71369,0.71097,0.0,0.0,0.0,0.0,0.0,0.0,0.00962696,3.78545
0.232094,0.311936,0.106887,0.102268,0.125207,0.302001,0.103963,0.0863307,0.336057,0.317832,4.28344,0.70434,0.233171,0.31291,0.107982,0.103456,0.125188,0.303339,0.230701,0.309942,0.103984,0.0873433,0.126717,0.305382,0.104194,0.0874817,0.568065,0.426766,6.2918,0.712947,0.123077,0.0276923,0.0,0.0,0.0,0.0153846,0.00307692,0.00307692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00520833,4.20775
0.223904,0.293172,0.110008,0.0865262,0.113897,0.291794,0.107897,0.074906,0.331801,0.297446,4.31677,0.810815,0.220616,0.286652,0.110688,0.087477,0.109928,0.284808,0.219401,0.280311,0.107539,0.0757361,0.111863,0.288411,0.108114,0.0757183,0.548132,0.423323,6.32166,0.818793,0.145455,0.0121212,0.0,0.0,0.0,0.0,0.0,0.0030303,0.0,0.109199,0.0,0.208598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00515464,4.51604
0.261493,0.37252,0.122065,0.186514,0.139428,0.34409,0.107956,0.113619,0.369449,0.406146,4.30649,0.752198,0.2589,0.36822,0.122096,0.188053,0.136804,0.338133,0.242825,0.335472,0.10822,0.114741,0.134605,0.33483,0.103714,0.0670895,0.605439,0.500771,6.313,0.758797,0.116162,0.0378788,0.0,0.0,0.0,0.0,0.0,0.0126263,0.0,1.19869,0.650292,1.27108,0.642892,0.0,0.0,0.0,0.0,0.0,0.0,0.0138249,3.56271
0.258631,0.328312,0.11969,0.14136,0.138942,0.315652,0.119263,0.141025,0.377895,0.413237,4.31407,0.759763,0.259692,0.33012,0.120132,0.142193,0.139561,0.317467,0.259082,0.330021,0.119419,0.141899,0.139662,0.317131,0.119606,0.141809,0.63838,0.594613,6.31807,0.763749,0.136476,0.0397022,0.0,0.0,0.0,0.0,0.0,0.00992556,0.0,0.571639,0.713796,0.671488,0.7313,0.0,0.0,0.0,0.0,0.0,0.0,0.00881057,3.89484
0.257903,0.35514,0.145573,0.140227,0.11233,0.362712,0.140685,0.11531,0.398588,0.377397,4.44657,0.825735,0.256414,0.356095,0.146048,0.142046,0.110365,0.363505,0.254062,0.347626,0.14058,0.116847,0.113482,0.347798,0.138022,0.0934867,0.648498,0.536327,6.44125,0.782504,0.103604,0.0750751,0.002002,0.001001,0.002002,0.0165165,0.0215215,0.0165165,0.0,0.275479,0.291312,0.425161,0.343478,0.59375,0.0,0.0,0.0,0.0,0.0,0.0168651,3.93001
0.280446,0.377196,0.158069,0.197917,0.122378,0.387029,0.15165,0.158507,0.432097,0.410258,4.44869,0.796242,0.280795,0.378906,0.159046,0.200701,0.121749,0.388833,0.280849,0.382019,0.150901,0.160706,0.129948,0.370895,0.146744,0.112758,0.708387,0.574048,6.44472,0.755823,0.101852,0.0601852,0.0,0.00231481,0.00462963,0.0185185,0.037037,0.0115741,0.0,0.467734,0.417452,0.596888,0.489269,0.4,0.0,0.0,0.0,0.0,0.0,0.0132159,3.60399
0.253518,0.354451,0.13355,0.0402767,0.119968,0.34912,0.133138,0.03951,0.386656,0.35555,4.37722,0.566568,0.25456,0.358065,0.132873,0.0382674,0.121687,0.352524,0.255034,0.357964,0.132832,0.0397086,0.122202,0.352241,0.133042,0.0395101,0.642635,0.508098,6.38083,0.569106,0.108642,0.091358,0.0,0.0,0.0,0.0,0.0,0.017284,0.0,0.199533,0.0776512,0.313728,0.0665357,0.857143,0.0,0.0,0.0,0.0,0.0,0.0179372,3.98662
0.251708,0.343745,0.150446,0.150672,0.101262,0.35642,0.144393,0.12798,0.396101,0.378415,4.50225,1.0043,0.248764,0.342028,0.151006,0.152263,0.0977578,0.354423,0.246512,0.335599,0.144199,0.129381,0.102313,0.34853,0.142561,0.117663,0.637837,0.538445,6.4954,0.96962,0.106569,0.0905109,0.00291971,0.00145985,0.00291971,0.0189781,0.0379562,0.0175182,0.0,0.189189,0.0782335,0.376464,0.214181,0.666667,0.0,0.0,0.0,0.0,0.0,0.0216718,4.01586
0.206688,0.256095,0.135151,0.0985749,0.0715369,0.25963,0.131164,0.0790187,0.337852,0.26866,4.4598,0.754978,0.207525,0.257745,0.135106,0.099227,0.0724191,0.261285,0.206689,0.257,0.130976,0.0795796,0.0757123,0.252311,0.128225,0.0547881,0.542439,0.390321,6.44388,0.656143,0.10396,0.0519802,0.0,0.0,0.0,0.0247525,0.00247525,0.0148515,0.0,0.200625,0.131382,0.317488,0.123103,0.5,0.0,0.0,0.0,0.0,0.0,0.0133333,4.86031
0.336952,0.406044,0.104091,0.0772814,0.232861,0.421435,0.101175,0.0709168,0.438126,0.410494,4.19657,0.593647,0.330073,0.393578,0.10394,0.0772855,0.226133,0.409111,0.332679,0.398207,0.101692,0.071522,0.230987,0.413427,0.100959,0.0706062,0.763711,0.573556,6.19904,0.597831,0.103046,0.0416244,0.0,0.0,0.0,0.0,0.000507614,0.0,0.0167513,0.0,0.0,0.0,0.0,0.0,0.292014,0.189749,0.41307,0.254857,0.25,0.0206278,3.02284
0.368947,0.461866,0.0986526,0.0773418,0.270294,0.471915,0.093679,0.0649495,0.462626,0.464376,4.15608,0.515771,0.360621,0.449321,0.0981028,0.0763041,0.262518,0.459033,0.364221,0.457296,0.0943305,0.0654248,0.26989,0.466737,0.0920923,0.0612724,0.816934,0.634339,6.15242,0.512849,0.0904255,0.070922,0.0,0.0,0.0,0.0,0.00177305,0.0,0.0195035,0.0,0.0,0.0,0.0,0.0,0.400613,0.27616,0.548662,0.398742,0.3,0.021875,2.76258
0.333915,0.395762,0.1095,0.0841412,0.224414,0.416191,0.106361,0.0783335,0.440276,0.406168,4.22396,0.612527,0.324173,0.376995,0.109487,0.0841921,0.214685,0.397517,0.33101,0.389927,0.106738,0.078663,0.224272,0.41039,0.106481,0.0788429,0.761663,0.564965,6.22711,0.616245,0.105802,0.0409556,0.0,0.0,0.0,0.0,0.0,0.0,0.0221843,0.0,0.0,0.0,0.0,0.0,0.268567,0.102874,0.378208,0.102973,0.230769,0.0271903,3.03395
0.314463,0.387775,0.109108,0.080346,0.205355,0.404733,0.108017,0.0776206,0.422481,0.392789,4.23596,0.703482,0.304611,0.365716,0.109807,0.0809723,0.194804,0.383122,0.310033,0.370127,0.108235,0.0783184,0.201798,0.387169,0.10839,0.0783221,0.723034,0.532475,6.24069,0.7097,0.101928,0.0137741,0.0,0.0,0.0,0.0,0.0,0.0,0.0165289,0.0,0.0,0.0,0.0,0.0,0.188227,0.08367,0.300391,0.0872804,0.166667,0.0185185,3.22297
0.285458,0.28189,0.0995179,0.064757,0.18594,0.30092,0.098113,0.0616074,0.383571,0.279054,4.19128,0.57361,0.286745,0.284038,0.0991528,0.0649221,0.187592,0.303031,0.27869,0.264707,0.0985079,0.0621105,0.180183,0.283775,0.0983499,0.0621453,0.663785,0.419019,6.19506,0.578611,0.125592,0.0308057,0.0,0.0,0.0,0.0,0.0,0.0,0.007109,0.0,0.0,0.0,0.0,0.0,0.239194,0.0628302,0.337526,0.0632615,0.333333,0.0120968,3.55783
0.180401,0.2528,0.103616,0.0534503,0.0767843,0.253424,0.1033,0.0523996,0.283701,0.261069,4.44432,0.716113,0.176927,0.244516,0.103765,0.0535662,0.0731619,0.245074,0.178084,0.245218,0.10338,0.0524722,0.074704,0.24598,0.103417,0.0524882,0.458427,0.374997,6.44646,0.71772,0.107748,0.101361,0.0,0.0,0.0,0.000277701,0.000277701,0.00638711,0.0,0.106673,0.0955477,0.208158,0.117907,0.55,0.0,0.0,0.0,0.0,0.0,0.00638298,5.56974
0.191564,0.277649,0.103546,0.0450926,0.0880181,0.284006,0.103469,0.0449803,0.295033,0.280624,4.42648,0.702364,0.186218,0.262882,0.103713,0.0451444,0.0825048,0.269221,0.186112,0.259768,0.103461,0.0449672,0.082651,0.265649,0.103558,0.0450269,0.475888,0.394238,6.42962,0.703989,0.11103,0.0972424,0.0,0.0,0.0,0.0,0.0,0.00798258,0.0,0.0826753,0.0288048,0.18077,0.037918,0.4,0.0,0.0,0.0,0.0,0.0,0.00823045,5.23993
0.162332,0.231508,0.103904,0.0632794,0.0584276,0.222703,0.10318,0.0603713,0.265512,0.244161,4.48135,0.736699,0.157916,0.213973,0.103869,0.0634685,0.0540468,0.204865,0.161114,0.229609,0.103132,0.0605187,0.0579827,0.222374,0.103102,0.0605535,0.422132,0.3369,6.48122,0.736904,0.114638,0.0978836,0.0,0.0,0.0,0.0,0.0,0.00440917,0.0,0.10919,0.0825384,0.206904,0.104007,0.6,0.0,0.0,0.0,0.0,0.0,0.00660066,6.17428
0.167528,0.189463,0.101495,0.0604904,0.0660328,0.182681,0.101581,0.060566,0.26911,0.215415,4.42474,0.704189,0.165157,0.187885,0.101455,0.060714,0.0637016,0.181179,0.167265,0.190288,0.101378,0.0607107,0.065887,0.183548,0.101834,0.0607479,0.434256,0.309248,6.425,0.706075,0.1,0.130612,0.0,0.0,0.0,0.0,0.0,0.00612245,0.0,0.255587,0.19319,0.348984,0.225587,1.0,0.0,0.0,0.0,0.0,0.0,0.00408163,5.98608
0.176455,0.217477,0.107642,0.0432689,0.0688135,0.220217,0.107489,0.0433288,0.283945,0.221561,4.46226,0.731689,0.17346,0.210759,0.107682,0.043313,0.065778,0.213868,0.176315,0.21774,0.107551,0.0433535,0.0687635,0.220571,0.107616,0.0432544,0.457391,0.327279,6.463,0.732841,0.105066,0.097561,0.0,0.0,0.0,0.0,0.0,0.00562852,0.0,0.0675978,0.019456,0.161662,0.0535509,0.666667,0.0,0.0,0.0,0.0,0.0,0.00682594,5.68163
0.245324,0.319087,0.11757,0.135948,0.127755,0.307502,0.118185,0.158679,0.363509,0.388597,4.3193,0.654811,0.243863,0.315363,0.117919,0.13668,0.125945,0.303569,0.245275,0.319827,0.116747,0.133864,0.128528,0.30842,0.118544,0.159543,0.607683,0.528002,6.32261,0.657606,0.107901,0.0921835,0.0,0.0,0.0,0.00212404,0.00594732,0.0208156,0.0,0.482409,0.605785,0.575323,0.603959,0.543478,0.0,0.0,0.0,0.0,0.0,0.0313029,4.07713
0.242711,0.305395,0.122679,0.160653,0.120032,0.281628,0.128083,0.219977,0.370794,0.434655,4.32592,0.655072,0.237827,0.288315,0.122919,0.161135,0.114907,0.262857,0.243277,0.306308,0.12285,0.161116,0.120427,0.282448,0.128407,0.220661,0.609511,0.547252,6.32806,0.65669,0.107932,0.0780234,0.0,0.0,0.0,0.00390117,0.00910273,0.0208062,0.0,0.540639,0.733397,0.640905,0.735021,0.785714,0.0,0.0,0.0,0.0,0.0,0.0307692,4.04644
0.243917,0.302615,0.117236,0.0905094,0.12668,0.303398,0.11619,0.0889463,0.360107,0.334328,4.34116,0.677809,0.243837,0.303937,0.117538,0.0908538,0.1263,0.304679,0.243562,0.303385,0.116581,0.0891847,0.126982,0.303568,0.116607,0.089197,0.604006,0.467802,6.34426,0.680103,0.109123,0.109123,0.0,0.0,0.0,0.0,0.0,0.0232558,0.0,0.339552,0.231094,0.425226,0.230652,0.538462,0.0,0.0,0.0,0.0,0.0,0.0394265,4.12557
0.221275,0.255873,0.114386,0.129607,0.106888,0.247408,0.113637,0.129244,0.334912,0.292404,4.33537,0.67725,0.221799,0.256717,0.11469,0.130047,0.107108,0.248347,0.221777,0.256807,0.113926,0.129708,0.107851,0.248132,0.113815,0.129757,0.55739,0.406934,6.33811,0.679337,0.110887,0.0745968,0.0,0.0,0.0,0.00403226,0.0141129,0.016129,0.0,0.512283,0.694817,0.599306,0.688808,0.5,0.0,0.0,0.0,0.0,0.0,0.0117188,4.54292
0.256833,0.370842,0.11413,0.146401,0.142703,0.356875,0.110771,0.135053,0.367604,0.423542,4.28189,0.615942,0.256298,0.371447,0.11438,0.14682,0.141918,0.357354,0.255017,0.369594,0.111024,0.135432,0.143992,0.357562,0.110829,0.135458,0.622144,0.613934,6.28364,0.617449,0.108384,0.120654,0.0,0.0,0.0,0.0,0.0,0.0224949,0.0,0.555401,0.633584,0.651799,0.625691,0.272727,0.0,0.0,0.0,0.0,0.0,0.0429688,3.91103
0.267281,0.363004,0.087351,0.0752413,0.17993,0.365533,0.0891791,0.16073,0.35646,0.408951,4.25799,0.65568,0.269815,0.367192,0.0875295,0.0752251,0.182286,0.370052,0.266699,0.360237,0.0862309,0.0703837,0.180468,0.364951,0.0895193,0.163221,0.626034,0.553237,6.26189,0.662968,0.125525,0.0966387,0.0,0.0,0.00157563,0.00682773,0.0105042,0.00997899,0.0,0.383322,0.59149,0.470393,0.62102,0.875,0.0,0.0,0.0,0.0,0.0,0.016269,3.78026
0.25484,0.318038,0.0849617,0.0804086,0.169878,0.323122,0.0949466,0.286754,0.349787,0.457398,4.22938,0.627747,0.254515,0.318798,0.0853291,0.0813417,0.169186,0.323987,0.251223,0.308128,0.0828234,0.0658722,0.1684,0.315454,0.0956056,0.290223,0.601344,0.551498,6.23299,0.63355,0.121807,0.0628684,0.0,0.0,0.0,0.0,0.0,0.00982318,0.0,0.372012,0.4014,0.456908,0.413114,0.75,0.0,0.0,0.0,0.0,0.0,0.018315,3.80775
0.264153,0.386039,0.0904648,0.0878062,0.173688,0.373487,0.0884353,0.083287,0.352589,0.402,4.25558,0.664665,0.267132,0.391292,0.0909039,0.0892496,0.176228,0.378596,0.262062,0.378685,0.0889897,0.0846612,0.173072,0.371936,0.088652,0.0845482,0.617846,0.56125,6.2605,0.673161,0.129412,0.131373,0.0,0.0,0.0,0.0196078,0.00784314,0.00980392,0.0,0.7116,1.01763,0.81754,1.05956,1.0,0.0,0.0,0.0,0.0,0.0,0.0123457,3.8793
0.280136,0.364912,0.0893251,0.0672075,0.190811,0.375659,0.087414,0.0660048,0.36755,0.370619,4.29529,0.671765,0.282772,0.368312,0.08847,0.0620992,0.194302,0.380123,0.282837,0.368386,0.0881471,0.0667063,0.19469,0.379256,0.0874706,0.0666,0.65308,0.531346,6.29337,0.676242,0.125604,0.0966184,0.0,0.0,0.00241546,0.00241546,0.0217391,0.00966184,0.0,0.281582,0.191313,0.378845,0.251703,1.0,0.0,0.0,0.0,0.0,0.0,0.0102041,3.64536
0.246393,0.329121,0.0863255,0.0620759,0.160067,0.340155,0.0864141,0.0619589,0.332807,0.344551,4.28818,0.689976,0.244621,0.329788,0.0866315,0.0625669,0.157989,0.340936,0.246748,0.329647,0.086631,0.0624357,0.160117,0.340449,0.0867497,0.0623953,0.578118,0.495903,6.29073,0.694186,0.135266,0.0869565,0.0,0.0,0.00241546,0.00241546,0.00241546,0.0120773,0.0,0.190793,0.103182,0.258392,0.122144,0.8,0.0,0.0,0.0,0.0,0.0,0.0238095,4.1133
0.170516,0.239319,0.0907936,0.08811,0.0797223,0.238273,0.0862091,0.0569135,0.256725,0.245371,4.35447,0.688315,0.168251,0.235055,0.091087,0.0886165,0.0771637,0.233754,0.167226,0.232919,0.0862878,0.0572232,0.0809381,0.239452,0.0863586,0.0572216,0.421835,0.34656,6.35939,0.691798,0.110007,0.0532292,0.0,0.0,0.0,0.0,0.0,0.020582,0.0,0.34535,0.400326,0.436028,0.394264,0.571429,0.0,0.0,0.0,0.0,0.0,0.0294511,5.87201
0.169387,0.252226,0.0905208,0.0731129,0.0788664,0.259881,0.0868554,0.0558667,0.256243,0.253299,4.33631,0.709202,0.169181,0.253642,0.0907741,0.0735035,0.078407,0.261311,0.16733,0.250644,0.0867338,0.0561306,0.0805961,0.260948,0.0868597,0.0561992,0.423371,0.349425,6.34036,0.712494,0.111437,0.0645161,0.0,0.0,0.0,0.0,0.0,0.0205279,0.0,0.26122,0.258796,0.348162,0.25848,0.714286,0.0,0.0,0.0,0.0,0.0,0.0314136,5.94059
0.165276,0.21416,0.0918124,0.103983,0.0734633,0.206309,0.0877807,0.0730085,0.253056,0.231518,4.35196,0.659384,0.165361,0.214453,0.0918931,0.104117,0.0734674,0.206598,0.161746,0.203796,0.0878921,0.0730803,0.0738539,0.206466,0.0877745,0.0731106,0.414881,0.327419,6.35294,0.660043,0.114206,0.0668524,0.0,0.0,0.0,0.0,0.0,0.0222841,0.0,0.294117,0.429712,0.38004,0.431568,0.375,0.0,0.0,0.0,0.0,0.0,0.0414508,6.06248
0.156036,0.200394,0.0886566,0.0912133,0.0673792,0.194465,0.0834855,0.0467934,0.239521,0.203822,4.37069,0.693113,0.155772,0.200937,0.0889662,0.0913586,0.0668063,0.194878,0.15169,0.188821,0.083501,0.0467811,0.0681889,0.194729,0.0834334,0.0469122,0.390896,0.273898,6.37283,0.694538,0.11396,0.045584,0.0,0.0,0.0,0.0,0.0,0.019943,0.0,0.408623,0.479864,0.527388,0.463875,0.833333,0.0,0.0,0.0,0.0,0.0,0.0154639,6.25581
0.154783,0.207694,0.0912822,0.0682243,0.0635007,0.209074,0.0875592,0.0456201,0.242342,0.212123,4.38816,0.721378,0.153487,0.207332,0.0915761,0.0684374,0.061911,0.208601,0.152049,0.204087,0.0875249,0.0458172,0.0645236,0.209823,0.0874877,0.0458175,0.393023,0.294661,6.39203,0.723917,0.117264,0.029316,0.0,0.0,0.0,0.0,0.0,0.019544,0.0,0.3181,0.27328,0.401333,0.272202,0.333333,0.0,0.0,0.0,0.0,0.0,0.0295858,6.48678
0.207036,0.289489,0.0895914,0.0312565,0.117444,0.287639,0.0894735,0.0313015,0.296509,0.294855,4.18634,0.409817,0.204529,0.282967,0.0895989,0.031312,0.11493,0.281013,0.208394,0.291167,0.0893249,0.0311257,0.11907,0.289178,0.0892639,0.0314025,0.502188,0.439526,6.1875,0.410987,0.129575,0.0658858,0.0,0.0,0.0,0.0,0.0,0.0,0.00732064,0.0,0.0,0.0,0.0,0.0,0.0639384,0.0268132,0.166077,0.0336051,0.8,0.0109356,4.86511
0.191883,0.265404,0.0871626,0.0268123,0.10472,0.266143,0.0872977,0.0266258,0.27918,0.267246,4.20189,0.438951,0.185244,0.250751,0.0870868,0.0267482,0.0981577,0.252164,0.192917,0.266816,0.0868255,0.0261811,0.106091,0.267447,0.0872159,0.0267613,0.465377,0.385404,6.20447,0.441149,0.115265,0.0342679,0.0,0.0,0.0,0.0,0.0,0.0,0.00934579,0.0,0.0,0.0,0.0,0.0,0.0735982,0.0329697,0.16573,0.0438603,1.0,0.0144231,5.23451
0.210964,0.29956,0.0887707,0.0268594,0.122193,0.297819,0.0888584,0.0268322,0.299822,0.305009,4.17534,0.394406,0.211537,0.300274,0.0887132,0.0268561,0.122823,0.298517,0.211471,0.300276,0.0888515,0.0269051,0.122619,0.298561,0.0888047,0.0267817,0.511812,0.478627,6.17355,0.393004,0.138965,0.0953678,0.0,0.0,0.0,0.0,0.0,0.0,0.013624,0.0,0.0,0.0,0.0,0.0,0.0623984,0.0220612,0.167317,0.0171382,0.8,0.0181818,4.755
0.21507,0.299722,0.0933676,0.0420754,0.121702,0.294864,0.0934224,0.0424714,0.308492,0.309886,4.19048,0.407553,0.209665,0.282061,0.0935895,0.0421898,0.116075,0.276246,0.216075,0.300803,0.0931739,0.0421838,0.122901,0.295804,0.0932748,0.0426037,0.519015,0.450484,6.19219,0.408982,0.132743,0.0914454,0.0,0.0,0.0,0.0,0.0,0.0,0.00589971,0.0,0.0,0.0,0.0,0.0,0.0532988,0.0220996,0.163497,0.0448994,0.5,0.0100503,4.66772
0.18085,0.216918,0.0864233,0.0249585,0.0944271,0.218674,0.0865357,0.0252657,0.267386,0.219739,4.18519,0.405413,0.180844,0.217735,0.086524,0.0250333,0.0943196,0.219537,0.182033,0.218149,0.086326,0.0251022,0.0957073,0.219882,0.0863731,0.0253823,0.44925,0.315136,6.1843,0.404951,0.146179,0.0398671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5617
0.208429,0.242096,0.108583,0.172102,0.0998456,0.290575,0.109881,0.201496,0.318309,0.33736,4.24112,0.623911,0.206757,0.241013,0.106059,0.133272,0.100698,0.267455,0.207728,0.241298,0.107069,0.171632,0.100659,0.290171,0.109986,0.202754,0.524471,0.444058,6.23961,0.622241,0.113131,0.0612795,0.0,0.0,0.0,0.0013468,0.0,0.0114478,0.0,0.256104,0.211946,0.343954,0.215601,0.0,0.0,0.0,0.0,0.0,0.0,0.015873,4.7674
0.226569,0.230638,0.107235,0.0802855,0.119334,0.233196,0.105841,0.0793463,0.33241,0.25194,4.19774,0.537199,0.222083,0.223236,0.107414,0.0805692,0.114669,0.225194,0.228233,0.231516,0.105344,0.0780847,0.122889,0.232627,0.104957,0.0791508,0.555274,0.366592,6.18625,0.521443,0.111421,0.0529248,0.0,0.0,0.0,0.0,0.0,0.0111421,0.0,0.179596,0.0736704,0.275195,0.0799339,0.0,0.0,0.0,0.0,0.0,0.0,0.0138249,4.43714
