di_1D2D[0],di_1D2D[1],di_1Dur[0],di_1Dur[1],di_1KeyLat[0],di_1KeyLat[1],di_2Dur[0],di_2Dur[1],di_Dur[0],di_Dur[1],di_NumEvents[0],di_NumEvents[1],tri_1D2D[0],tri_1D2D[1],tri_1Dur[0],tri_1Dur[1],tri_1KeyLat[0],tri_1KeyLat[1],tri_2D3D[0],tri_2D3D[1],tri_2Dur[0],tri_2Dur[1],tri_2KeyLat[0],tri_2KeyLat[1],tri_3Dur[0],tri_3Dur[1],tri_Dur[0],tri_Dur[1],tri_NumEvents[0],tri_NumEvents[1],SPACE,BCKSPACE,DEL,UP,DOWN,LEFT,RIGHT,SHIFT_L,SHIFT_R,L_di_1D2D[0],L_di_1D2D[1],L_di_Dur[0],L_di_Dur[1],L_first_shift_up,R_di_1D2D[0],R_di_1D2D[1],R_di_Dur[0],R_di_Dur[1],R_first_shift_up,CAPS,SPEED
0.167403,0.215502,0.107209,0.056902,0.0601939,0.219118,0.107206,0.0568494,0.274609,0.221523,4.46966,0.705053,0.167456,0.216322,0.10741,0.0570782,0.0600465,0.219936,0.167698,0.216289,0.107245,0.0570635,0.0604535,0.219879,0.107232,0.057048,0.442387,0.316192,6.4734,0.706606,0.109948,0.0680628,0.0,0.0,0.0,0.0,0.0026178,0.0,0.013089,0.0,0.0,0.0,0.0,0.0,0.230206,0.165692,0.34521,0.15864,1.0,0.0234742,5.99191
0.194119,0.321338,0.0948291,0.0806703,0.0992899,0.312407,0.0925036,0.0710861,0.286623,0.342147,4.42196,0.678852,0.193948,0.322316,0.0942637,0.0766468,0.0996839,0.314213,0.191958,0.31983,0.092603,0.0715053,0.0993545,0.313386,0.0925526,0.0714782,0.478458,0.494014,6.42672,0.680864,0.0966057,0.119234,0.0,0.0,0.0,0.0,0.0,0.0,0.00609225,0.0,0.0,0.0,0.0,0.0,0.207808,0.21826,0.289791,0.225413,0.428571,0.00977995,5.18953
0.179575,0.307339,0.0827121,0.0516336,0.0968627,0.310923,0.0801661,0.0336029,0.259741,0.314124,4.38571,0.642222,0.180266,0.30849,0.0827274,0.0518413,0.097539,0.312091,0.178106,0.307459,0.0801585,0.0337207,0.097948,0.311888,0.0801019,0.0336906,0.438475,0.452385,6.38889,0.643901,0.0991903,0.117409,0.0,0.0,0.0,0.0,0.0,0.0,0.00607287,0.0,0.0,0.0,0.0,0.0,0.404871,0.257169,0.499418,0.254771,0.666667,0.0110294,5.59355
0.206543,0.334218,0.101382,0.0978457,0.105161,0.313879,0.0985197,0.0880058,0.305063,0.368348,4.43484,0.723081,0.205643,0.333855,0.100037,0.0869131,0.105606,0.31614,0.20363,0.329732,0.0988544,0.0886101,0.104775,0.314255,0.0989205,0.0885812,0.508193,0.534859,6.4415,0.726578,0.102703,0.12973,0.0,0.0,0.0,0.0,0.0,0.0,0.00945946,0.0,0.0,0.0,0.0,0.0,0.131236,0.139066,0.202107,0.139095,0.142857,0.0146699,4.88729
0.182089,0.312028,0.0943166,0.0696412,0.0877725,0.30799,0.0938568,0.0692871,0.275946,0.329304,4.47023,0.718369,0.182435,0.313269,0.0942211,0.0698884,0.0882142,0.309183,0.180922,0.312418,0.0939423,0.0695247,0.0869797,0.308204,0.0939094,0.0695675,0.457267,0.472865,6.47412,0.720057,0.0977597,0.114053,0.0,0.0,0.0,0.0,0.0,0.0,0.00407332,0.0,0.0,0.0,0.0,0.0,0.088507,0.0855065,0.168014,0.0830033,0.5,0.00390625,5.51614
0.184398,0.28906,0.0967104,0.0871842,0.0876872,0.278638,0.0936578,0.072994,0.278055,0.308099,4.41346,0.61723,0.184787,0.290128,0.0964959,0.0872516,0.0882906,0.279559,0.18234,0.286102,0.0936653,0.0732554,0.0886751,0.27922,0.0934768,0.0731158,0.460604,0.438057,6.41279,0.614861,0.0896947,0.120229,0.0,0.0,0.0,0.0,0.0,0.0,0.00381679,0.0,0.0,0.0,0.0,0.0,0.299513,0.240511,0.404019,0.251012,1.0,0.00692042,5.44373
0.226946,0.284741,0.149471,0.137097,0.0774751,0.269714,0.151706,0.218008,0.378652,0.376119,4.47604,0.686505,0.225899,0.285824,0.149533,0.138221,0.0763664,0.270237,0.221122,0.266433,0.144826,0.105836,0.076296,0.263158,0.150368,0.210621,0.597389,0.48203,6.48134,0.68897,0.117616,0.0432489,0.0,0.0,0.0,0.0,0.0,0.0179325,0.0,0.789612,0.751018,0.936596,0.75925,0.692308,0.0,0.0,0.0,0.0,0.0,0.0175439,4.20674
0.21303,0.250716,0.148735,0.108397,0.0642954,0.245362,0.1536,0.2035,0.36663,0.356121,4.5,0.735147,0.211869,0.250295,0.148714,0.109001,0.0631548,0.244678,0.206422,0.229941,0.14579,0.0863676,0.0606327,0.23483,0.154032,0.204729,0.572323,0.447643,6.50466,0.737703,0.11413,0.0471014,0.0,0.0,0.0,0.0,0.0,0.00905797,0.0,0.848758,0.459972,1.03298,0.446355,0.25,0.0,0.0,0.0,0.0,0.0,0.012987,4.55018
0.233874,0.299426,0.142853,0.0890355,0.0910211,0.300959,0.144147,0.134935,0.378021,0.337388,4.44211,0.644259,0.232487,0.300323,0.142677,0.0892253,0.0898105,0.301602,0.230273,0.294604,0.138614,0.0530948,0.091659,0.301405,0.13819,0.0530599,0.60095,0.455179,6.44754,0.646957,0.120083,0.047619,0.0,0.0,0.0,0.0,0.0,0.0186335,0.0,0.457103,0.460686,0.58716,0.479592,0.571429,0.0,0.0,0.0,0.0,0.0,0.0111111,4.20631
0.230697,0.291169,0.153704,0.178959,0.0769933,0.250177,0.158041,0.338456,0.388739,0.460288,4.43257,0.618755,0.228084,0.29134,0.154072,0.179783,0.0740121,0.249568,0.22068,0.255417,0.141712,0.0885656,0.0789685,0.25061,0.158498,0.340152,0.607263,0.535856,6.43702,0.620363,0.123116,0.0276382,0.0,0.0,0.0,0.0,0.0,0.0251256,0.0,0.902915,0.870625,1.02525,0.871961,0.875,0.0,0.0,0.0,0.0,0.0,0.0316742,3.99408
0.208214,0.227864,0.153344,0.170322,0.0548704,0.191971,0.152327,0.169694,0.360541,0.300106,4.53771,0.718483,0.207878,0.22863,0.153582,0.170924,0.0542962,0.192517,0.20861,0.228498,0.15264,0.170259,0.0559696,0.192192,0.152083,0.170266,0.568571,0.408481,6.53676,0.7199,0.128019,0.0458937,0.0,0.0,0.0,0.0,0.0,0.0169082,0.0,0.884687,0.893394,1.01221,0.899399,0.714286,0.0,0.0,0.0,0.0,0.0,0.0179372,4.81928
0.239669,0.301514,0.0910776,0.0503269,0.148591,0.298249,0.0907964,0.0473036,0.330465,0.301048,4.28864,0.600753,0.240404,0.302573,0.091168,0.05057,0.149236,0.299305,0.239598,0.301106,0.0907275,0.0474042,0.148871,0.299119,0.0909278,0.0475362,0.57093,0.41411,6.29119,0.603251,0.122851,0.103134,0.0,0.0,0.0,0.00101112,0.000505561,0.0,0.00455005,0.0,0.0,0.0,0.0,0.0,0.0939099,0.0249942,0.17822,0.0275403,0.888889,0.00925926,4.20292
0.247698,0.3331,0.0962678,0.0557232,0.15143,0.328114,0.09459,0.041309,0.342288,0.331251,4.36211,0.675578,0.24742,0.333202,0.0962248,0.0559818,0.151195,0.328209,0.245075,0.327357,0.0943759,0.0412029,0.1507,0.327997,0.0946597,0.0414997,0.587155,0.457393,6.3632,0.677412,0.130641,0.087886,0.0,0.0,0.0,0.0,0.0,0.0,0.00475059,0.0,0.0,0.0,0.0,0.0,0.110598,0.0014021,0.189596,0.0024036,1.0,0.0102041,4.05756
0.239399,0.309398,0.0951482,0.0506132,0.144251,0.308953,0.0955931,0.0506784,0.334992,0.309,4.30549,0.604078,0.240918,0.310856,0.0951906,0.0507947,0.145727,0.310333,0.240943,0.310899,0.0952964,0.0507566,0.145646,0.310503,0.0959041,0.0508443,0.577765,0.425266,6.30676,0.606011,0.127358,0.0849057,0.0,0.0,0.0,0.00235849,0.0,0.0,0.00235849,0.0,0.0,0.0,0.0,0.0,0.112,0.0,0.192,0.0,1.0,0.00458716,4.2018
0.240086,0.276828,0.0888982,0.0431224,0.151187,0.275359,0.0889549,0.0432504,0.329041,0.273995,4.25984,0.557167,0.23863,0.274384,0.0889105,0.0432043,0.149719,0.272938,0.240722,0.277189,0.0888133,0.0431768,0.151909,0.275661,0.0889176,0.0432999,0.56827,0.371856,6.26087,0.558027,0.12549,0.107843,0.0,0.0,0.0,0.0,0.0,0.0,0.00784314,0.0,0.0,0.0,0.0,0.0,0.0867989,0.0129579,0.179497,0.0185089,1.0,0.0148699,4.17304
0.215454,0.237834,0.0868836,0.0524445,0.12857,0.230206,0.0869746,0.0524797,0.302429,0.242253,4.26298,0.585328,0.215534,0.237979,0.0869386,0.0526142,0.128595,0.230302,0.215693,0.238306,0.0869212,0.0526028,0.128772,0.230611,0.0870825,0.0526447,0.518309,0.330519,6.26481,0.58695,0.116838,0.127148,0.0,0.0,0.0,0.00171821,0.0,0.0,0.00343643,0.0,0.0,0.0,0.0,0.0,0.0823988,0.0423988,0.157398,0.0453981,0.5,0.00694444,4.65932
0.206308,0.248033,0.0930668,0.0554169,0.113241,0.25497,0.0924325,0.0538702,0.29874,0.255882,4.37341,0.647314,0.205868,0.248059,0.0930154,0.0555617,0.112852,0.255038,0.205784,0.24794,0.0923864,0.0541004,0.113397,0.255074,0.0924235,0.0540205,0.504075,0.369263,6.37598,0.649653,0.112144,0.0869803,0.0,0.0,0.0,0.0131291,0.00109409,0.0,0.00437637,0.0,0.0,0.0,0.0,0.0,0.120095,0.0403638,0.245918,0.0533305,1.0,0.0075594,4.87996
0.214794,0.283648,0.0899696,0.0398917,0.124825,0.294109,0.0892298,0.0378737,0.304024,0.280897,4.35864,0.613689,0.215486,0.28537,0.0899989,0.0401419,0.125487,0.295899,0.2155,0.285336,0.0895267,0.0379991,0.125973,0.295456,0.0891703,0.0378114,0.520156,0.393892,6.36074,0.61575,0.118863,0.0620155,0.0,0.0,0.0,0.0,0.0,0.0,0.00516796,0.0,0.0,0.0,0.0,0.0,0.141097,0.0474992,0.252696,0.0780982,1.0,0.00917431,4.69742
0.199275,0.216883,0.0912925,0.0537261,0.107982,0.226935,0.0909303,0.0534263,0.290205,0.218,4.36145,0.632042,0.199366,0.217398,0.0911929,0.0538516,0.108173,0.22744,0.199029,0.217148,0.0909719,0.0535484,0.108057,0.227204,0.0912369,0.0533726,0.489631,0.306658,6.36364,0.633326,0.115768,0.0958084,0.0,0.0,0.0,0.0459082,0.00199601,0.0,0.00199601,0.0,0.0,0.0,0.0,0.0,0.165991,0.0,0.253991,0.0,1.0,0.00404858,5.03563
0.186845,0.194787,0.0952116,0.0494226,0.0916332,0.207786,0.0940982,0.0448461,0.280943,0.196699,4.41487,0.688239,0.183889,0.189979,0.0949173,0.0490572,0.0889721,0.203086,0.18317,0.188862,0.0940972,0.0449615,0.0890725,0.203758,0.0939027,0.0448128,0.460962,0.274301,6.417,0.690154,0.108527,0.108527,0.0,0.0,0.0,0.00193798,0.0,0.0,0.00775194,0.0,0.0,0.0,0.0,0.0,0.107794,0.0292838,0.24339,0.0505943,1.0,0.011811,5.37787
0.196396,0.249495,0.095827,0.0772794,0.100569,0.243427,0.0955724,0.0772429,0.291968,0.286675,4.37432,0.656449,0.196832,0.25036,0.0959545,0.0775826,0.100877,0.244269,0.196803,0.250319,0.0956416,0.0775445,0.101161,0.244165,0.0954234,0.077499,0.489058,0.426681,6.37466,0.657751,0.121951,0.0758808,0.0,0.0,0.0,0.0,0.0,0.0,0.00271003,0.0,0.0,0.0,0.0,0.0,0.081398,0.0,0.234398,0.0,1.0,0.00483092,5.11488
0.266882,0.3719,0.1155,0.114766,0.151382,0.357426,0.117358,0.140743,0.38424,0.406941,4.28619,0.570405,0.262077,0.365101,0.115308,0.114184,0.146769,0.351555,0.26765,0.374545,0.11454,0.11372,0.153111,0.359761,0.117564,0.141956,0.64729,0.583778,6.28828,0.569276,0.104155,0.0555855,0.000539665,0.00377766,0.00323799,0.0134916,0.0237453,0.0,0.0102536,0.0,0.0,0.0,0.0,0.0,0.227983,0.206044,0.33287,0.210101,0.388889,0.01875,3.7154
0.297734,0.452123,0.114534,0.121533,0.1832,0.44307,0.114103,0.122288,0.411837,0.471354,4.26847,0.552059,0.284471,0.432451,0.115056,0.122817,0.169416,0.4222,0.300693,0.456729,0.113652,0.121929,0.187041,0.447115,0.114692,0.123571,0.699856,0.696649,6.27456,0.556783,0.103365,0.0673077,0.0,0.00721154,0.0144231,0.0,0.0288462,0.0,0.0144231,0.0,0.0,0.0,0.0,0.0,0.167996,0.0596852,0.269061,0.0540297,0.333333,0.028169,3.40221
0.229291,0.2945,0.114638,0.0760299,0.114653,0.28925,0.113817,0.0746724,0.343108,0.315211,4.33191,0.591107,0.228575,0.295491,0.114674,0.0764675,0.113901,0.290028,0.228693,0.296167,0.113756,0.0751011,0.114937,0.290566,0.113707,0.0750681,0.570975,0.453405,6.33405,0.593103,0.115546,0.0420168,0.0,0.0,0.0,0.0210084,0.012605,0.0,0.012605,0.0,0.0,0.0,0.0,0.0,0.165861,0.0678308,0.277857,0.0746052,0.5,0.0192308,4.38798
0.28065,0.370128,0.118743,0.125168,0.161907,0.343894,0.122171,0.153664,0.402822,0.414874,4.24444,0.53451,0.276627,0.362572,0.117139,0.120626,0.159488,0.342066,0.281138,0.371388,0.118541,0.125673,0.162596,0.344746,0.122492,0.154405,0.680257,0.592523,6.24694,0.536657,0.102,0.074,0.0,0.004,0.0,0.02,0.042,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.147131,0.0519542,0.247262,0.0788605,0.333333,0.011583,3.53828
